text,label
ഹൈഡ്രോക്സി ക്ളോറോക്വിൽ കൈമാറിയതിന് നന്ദി സൂചകമായി യുഎസ് വിദ്യാർത്ഥികൾ ഇന്ത്യൻ  ദേശീയ ഗാനമാലപിച്ചു എന്ന വാദം തെറ്റാണ്,1
സംഘപരിവാര്‍ നടത്തുന്ന ദുരിതാശ്വാസ ക്യാംപിലെ ചിത്രമാണോ ഇത്,1
പിണറായി വിജയനെ പുകഴ്ത്തി സാമുഹ്യ മാധ്യമങ്ങളില്‍ പ്രചരിക്കുന്ന ഒ. രാജഗോപാല്‍ എം.എല്‍.എയുടെ പ്രസ്താവന വ്യാജമാണ്,1
ചിത്രത്തിൽ  കാണുന്ന ഈ വ്യക്തിയെ കൊന്നത് ബജ്‌രംഗ്  ദൾ  ആണോ,1
സുമിത്രാ മഹാജനും  സോണിയാ ഗാന്ധിയും ഒന്നിച്ചുള്ള പഴയ ചിത്രം ഉപയോഗിച്ച് വ്യാജപ്രചരണം,1
തൃണമൂൽ എംപി അഭിഷേക്ബാനർജി പാർട്ടിവിട്ട് ബിജെപിയിൽ ചേരാൻ തീരുമാനിച്ചോ,1
ഇനി മുതല്‍ രാത്രി 11.30 മുതല്‍ രാവിലെ ആറ് വരെ വാ‌ട്‌സാപ്പ് ഓഫ് ആകുമോ,1
അയ്യപ്പ ഭക്തന്‍റെ നെഞ്ചില്‍ ബൂട്ടിട്ട് പോലീസ് ചവട്ടുന്ന ചിത്രം സത്യമോ,1
വീഡിയോയില്‍ ബുര്‍ക്ക ധരിച്ച വ്യക്തിയെ സമരപന്തലിലല്ല പിടികൂടിയത്   സത്യാവസ്ഥ ഇങ്ങനെ,1
ബീഹാറിലെ പഴയ ചിത്രം യുപിയിലെ ആശുപത്രികള്‍ എന്ന തരത്തില്‍ വ്യാജമായി പ്രചരിപ്പിക്കുന്നു,1
ഈ വീഡിയോ മുന്‍ പ്രധാനമന്ത്രി ഡോ. മന്‍മോഹന്‍ സിങ്ങിന്‍റെ പിറന്നാളിന്‍റെതാണോ,1
കെ. സുരേന്ദ്രനിന് വോട്ടിടാന്‍ കടലോഴും കടന വന്ന തിരുവല്ലകരുടെ ചിത്രമാണോ ഇത്,1
ചിത്രത്തിലുള്ളത് ഡിവൈഎഫ്ഐ സംസ്ഥാന പ്രസിഡന്‍റ് സ്ഥാനം രാജിവെച്ച് ബിജെപിയില്‍ ചേര്‍ന്ന വ്യക്തിയോ,1
മഹാരാഷ്ട്ര മന്ത്രിസഭയിലെ  മന്ത്രി പങ്കജ മുണ്ടെയുടെ എഡിറ്റ് ചെയ്ത ചിത്രം തെറ്റിദ്ധരിപ്പിക്കുന്ന രിതിയില്‍ പ്രചരിപ്പിക്കുന്നു.,1
"മുഖ്യമന്ത്രിമാർ, മന്ത്രിമാർ എംഎൽഎമാർ  എന്നിവർക്ക് ഇന്ത്യയിലെവിടെയും ഏകീകൃത ശമ്പളം കേന്ദ്രം നടപ്പാക്കിയോ",1
"ഇതരസംസ്ഥാന തൊഴിലാളികള്‍ക്കൊപ്പം രാഹുല്‍ ഗാന്ധി ഇരിക്കുന്ന ചിത്രം നാടകമാണെന്ന് പ്രചരണം, സത്യം ഇതാണ്",1
നോട്ട് നിരോധനത്തെ പുകഴ്‌ത്തി ദുബായ് സാമ്പത്തിക വിദഗ്ധ ഇത്തരമൊരു പ്രസ്താവന നടത്തിയിട്ടുണ്ടോ,1
മോദിയെ കണ്ട് ഒളിക്കാന്‍ ശ്രമിക്കുന്ന പാക്‌ പ്രധാനമന്ത്രി ഇമ്രാന്‍ ഖാന്‍ ചിത്രം സത്യമോ,1
ഇന്ത്യയിലെ ഏറ്റവും മികച്ച മുഖ്യമന്ത്രിക്കുള്ള പുരസ്‌കാരത്തിന് പിണറായി വിജയന്‍ അര്‍ഹത നേടിയോ,1
വെറും 10 രൂപ ഫീസ്‌ വാങ്ങി ചികിത്സിക്കുന്ന ഡോക്ടര്‍,1
മുസ്‌ലിം ലീഗ് കോൺഗ്രസ്സ്  നിർദേശ പ്രകാരം  അവരുടെ പച്ചക്കൊടി മാറ്റിയോ,1
തിരുവനന്തപുരത്ത് സേവഭാരതിയുടെ ആംബുലൻസ് SDPI തല്ലി തകർത്തു എന്ന് വ്യാജ പ്രചരണം,1
ഉത്തർപ്രദേശിൽ 3350  ടൺ സ്വർണ്ണം കണ്ടെത്തിയെന്ന പ്രചരണം പൂർണ്ണമായും തെറ്റാണ്,1
പാകിസ്ഥാനില്‍ ഹിന്ദുകളുടെ മുകളില്‍ ക്രൂരത എന്ന തരത്തില്‍ പ്രചരിപ്പിക്കുന്ന വീഡിയോയുടെ സത്യാവസ്ഥ അറിയൂ,1
കലാപകാരി എന്ന പേരില്‍ പ്രചരിക്കുന്ന ഈ യുവാവിന്‍റെ ചിത്രം വ്യാജം,1
അഭിനന്ദൻ വർധമാന്‍റെ ജന്മദിനം എന്നാണ്,1
ആലപ്പുഴ നഗരത്തിലെ തിരുമല ക്ഷേത്രത്തില്‍ ലോക്‌ഡൗണ്‍ നിയന്ത്രണം ലംഘിച്ച് ഉത്സവം നടത്തിയോ,1
രാജാക്കാട് ഐടിഐയില്‍ എബിവിപി എതിരില്ലാതെ തെരഞ്ഞെടുക്കപ്പെട്ടപ്പോഴുള്ള ചിത്രമാണോ ഇത്,1
പ്രധാനമന്ത്രി ഗുരുവായൂര്‍ ക്ഷേത്രത്തില്‍ പാദരക്ഷ ഉപയോഗിച്ച് ദര്‍ശനം നടത്തിയോ,1
മരണാന്തര ചടങ്ങായി ‘ശാവ് കൂത്ത്’ നടത്തുന്നത് തമിഴ്‌നാട്ടിലെ ആചാരമാണ്.,1
ചിത്രത്തില്‍ കേന്ദ്ര മന്ത്രി സ്മൃതി ഇറാനിയുടെയോപ്പം ചിന്മയാനന്ദനല്ല   ബിജെപി നേതാവ് ഹുകുംദേവ് യാദവാണ്,1
ഇത് പാകിസ്ഥാനിലെയും ബംഗ്ളാദേശിലെയും ഇൻഡ്യാക്കാരുടെ യാതനയുടെ ചിത്രമല്ല,1
ഈ കംഗാരുക്കളുടെ ചിത്രം ഓസ്‌ട്രേലിയയിലെ ഇപ്പോഴത്തെ കാട്ടുതീയിൽ നിന്നുള്ളതല്ല,1
കൊല്ലത്ത്  ക്രൈസ്തവ വൃദ്ധയുടെ മൃതദേഹം സംസ്കരിക്കാൻ ബിജെപി പ്രവർത്തകർ വിസമ്മതിച്ചോ,1
നരേന്ദ്ര മോദിയെക്കുറിച്ച് എത്യോപ്യൻ പ്രധാനമന്ത്രി ഇങ്ങനെ പറഞ്ഞിരുന്നോ,1
ഈ സ്ത്രീ സുരക്ഷാ മുന്നറിയിപ്പ് പോലീസിന്‍റെതല്ല.,1
ഇത് ബിജെപിയുടെ പാല മണ്ഡലം കൺവന്‍ഷനിലെ ജനപങ്കാളിത്തമാണോ,1
ബിജെപിയെ സപ്പോര്‍ട്ട് ചെയ്യാത്ത കാഷ്മിരികളെ കഴുത്തില്‍ ടയര്‍ ഇട്ടു കത്തിച്ച് കൊല്ലണം എന്ന് ബിജെപി നേതാവ് സന്ദീപ്‌ വാരിയര്‍ പറഞ്ഞുവോ,1
ശ്രീചിത്രയിൽ കണ്ടുപിടിച്ച കാൻസർ മരുന്ന് ഉപയോഗത്തിൽ വന്നോ,1
പ്ലാസ്റ്റിക്‌ കൊണ്ട് അരിയുണ്ടാക്കുന്ന വീഡിയോ സത്യമോ,1
കാണാതായയെന്ന പേരില്‍ വ്യാപകമായി പ്രചരിക്കുന്ന ഈ കുട്ടിയുടെ  ചിത്രത്തിന് പിന്നിലെ വസ്‌തുത എന്ത്,1
ചിത്രത്തില്‍ തന്‍റെ കുഞ്ഞിനൊപ്പമുള്ള സ്ത്രീ കൊറോണ ബാധിതയല്ല,1
ജീവനക്കാരിൽ നിന്ന് പിരിച്ച 136 കോടി രൂപ ഒരു വർഷം കഴിഞ്ഞിട്ടും കെഎസ്ഇബി ദുരിതാശ്വാസ നിധിയിലേക്ക് നൽകിയില്ലേ,1
ഇന്ത്യയിലെ ആദ്യത്തെ മുസ്ലിം വനിതാ പൈലറ്റ് ഹൈദരാബാദിലെ സയേദ സാൽവ ഫാത്തിമയാണോ,1
കൊച്ചി നഗരത്തെ ചുട്ടെരിക്കാന്‍ എത്തിച്ച സ്ഫോടക വസ്‌തുക്കളാണോ പൊലീസ് പിടികൂടയത്,1
ഈ ആയുധങ്ങൾ ഗുജറാത്തിലെ മുസ്‌ലിം പള്ളികളിൽ നിന്നും പിടിച്ചെടുത്തതാണോ,1
സംസ്ഥാന സര്‍ക്കാരിന്‍റെ കിറ്റ് വിതരണം കോടികളുടെ തട്ടിപ്പെന്ന പേരില്‍ പ്രചരിക്കുന്ന സന്ദേശം വ്യാജം,1
നരേന്ദ്ര മോദിയുടെ സത്യപ്രതിജ്ഞാ ചടങ്ങിന് പുടിനും നെതന്യാഹുവും എത്തുമോ,1
കുവൈത്തില്‍ പശുവിനെയും പെണ്‍ വര്‍ഗത്തില്‍ ഒട്ടകത്തിനെയും കശാപ്പ് ചെയ്യുന്നതിന് നിരോധനം ഏര്‍പ്പെടുത്തിയോ,1
ഗുജറാത്തില്‍ സവര്‍ണരായ ആര്‍എസ്എസ് പ്രവര്‍ത്തകര്‍ ഒരു ദളിത്‌ യുവാവിനെ തല്ലി കൊന്നുവോ,1
സ്പിരിറ്റ് കടത്തിയ സംഭവത്തെ എംല്‍എ എ.എന്‍.ഷംസീര്‍ ന്യായീകരിച്ചോ,1
കോവിഡ് പ്രതിരോധ മരുന്നായി ഹൈ‍ഡ്രോക്ലോറോക്വിന്‍ ഗുളിക കഴിക്കണമെന്ന വാട്‌സാപ്പ് സന്ദേശത്തിന് പിന്നിലെ വസ്‌തുത എന്ത്,1
മുസ്ലീങ്ങളെ നാട് കടത്തുമെന്ന് അമിത് ഷാ പറഞ്ഞോ,1
‘ഒരിക്കലും കമ്മ്യൂണിസ്റ്റ്‌ ആകരുത്’എന്ന്‍ അച്ഛന്‍ തന്നെ ഉപദേശിച്ചെന്ന്‍ വീനിത് ശ്രിനിവാസന്‍ പറഞ്ഞുവോ,1
കുഞ്ഞിന് ജന്മം നല്‍കിയ ശേഷം ഈ അമ്മ മരണപ്പെട്ടോ,1
സിപിഎം നേതാവ് പി.ജയരാജന്‍ ബിജെപിയില്‍ ചേരുമെന്ന പ്രചരണം സത്യമാണോ,1
വീഡിയോയിൽ മോഷണക്കുറ്റം ആരോപിക്കപ്പെട്ട ഉദ്യോഗസ്ഥൻ റിസർവ് ബാങ്ക് കറൻസി പ്രിന്‍റിംഗ് യൂണിറ്റിന്‍റെ ഡയറക്ടറാണോ,1
ഉത്ഘാടനത്തിനു മുമ്പ് തകർന്ന റോഡിന്‍റെ ചിത്രം എപ്പോഴത്തേതാണ്,1
ഈ ചിത്രം ലോക്ക് ഡൗൺ  മൂലം പലായനം ചെയ്യുന്നതിനിടെ ആത്മഹത്യ ചെയ്ത കുടുംബത്തിന്‍റേതല്ല,1
കൊറോണയെ ചെറുക്കാൻ അമിതമായി ഗോമൂത്രം കുടിച്ച ബാബാ രാംദേവ് ആശുപത്രിയിലായി എന്ന് തെറ്റായ പ്രചരണം,1
1977ല്‍ ജെ.എന്‍.യുവില്‍ ഇന്ദിര ഗാന്ധിയുടെ മുന്നില്‍ മാപ്പ് പറയുന്നതിന്‍റെ ചിത്രമല്ല  സത്യാവസ്ഥ ഇങ്ങനെ,1
ബിജെപി സഖ്യം ഭരിക്കുന്ന സംസ്ഥാനങ്ങളുടെ വൈറല്‍ ഭൂപടത്തില്‍ തമിഴ് നാടില്ല,1
പാകിസ്ഥാനില്‍ നിന്നും കുഞ്ഞിനെ ബാഗിൽ ദുബായിലേക്ക് കടത്തി  എന്ന  ഐപിഎസ് ഉദ്യോഗസ്ഥന്‍റെ അവകാശവാദത്തിന്‍റെ വസ്തുത എന്താണ്,1
പിണറായി വിജയനെപ്പറ്റി വിഎസ് അച്യുതാനന്ദൻ തരംതാണ പരാമർശം നടത്തിയോ,1
ടിവി ചാനലിന്‍റെ കൃത്രിമ സ്ക്രീൻഷോട്ട് ഉപയോഗിച്ച്‌ ഇമ്രാൻ ഖാന്‍റെ ഭാര്യയ്ക്കും ഡ്രൈവർക്കും കോവിഡ്  ബാധിച്ചു എന്ന വ്യാജ പ്രചരണം,1
മുഖ്യമന്ത്രി അവധിക്കാലം ആഘോഷിക്കാനാണോ യൂറോപ്പിൽ പോയത്,1
ബ്രസീലിലെ ദേവാലയത്തില്‍ ഞെട്ടിക്കുന്ന ദിവ്യകാരുണ്യ അത്ഭുതം സംഭവിച്ചോ,1
രാഹുൽ ഗാന്ധിയുടെ പഴയ ചിത്രം തെറ്റായ വിവരണത്തോടെ പ്രചരിപ്പിക്കുന്നു,1
യെസ് ബാങ്കില്‍ കേരള സര്‍ക്കാര്‍ നിക്ഷേപിച്ച കോടികള്‍ നഷ്ടമായോ സത്യാവസ്ഥ അറിയൂ,1
വിദ്യാര്‍ത്ഥികള്‍ക്കായി കേന്ദ്ര സര്‍ക്കാര്‍ ഹോം ട്യൂഷന്‍ ഡിജിറ്റല്‍ പഠന പദ്ധതി രജിസ്ട്രേഷന്‍ ആരംഭിച്ചു എന്ന വാട്‌സാപ്പ് സന്ദേശം വ്യാജം,1
മഹാരാഷ്ട്രയില്‍ ക്രിസ്ത്യന്‍ മാനേജ്‌മെന്‍റ സ്കൂള്‍ തകർത്തത് ബി.ജെ.പി തീവ്രവാദികള്‍ ആണോ,1
ഈ ചിത്രം ജെ.എന്‍.യുവിലെ 47 വയസായ മലയാളി വിദ്യാര്‍ഥിയുടെതല്ല  സത്യാവസ്ഥ ഇങ്ങനെ,1
ഈ ചിത്രങ്ങള്‍ വയനാട്ടില്‍ ചുരം ഇടിഞ്ഞതിന്‍റെതാണോ,1
ബ്രിട്ടനിലെ എംപി ആഷ് വർത്ത് എന്താണ് യഥാർത്ഥത്തിൽ പറഞ്ഞത്,1
പ്രളയദുരിതം അനുഭവിക്കുന്ന കേരളത്തിന് കേന്ദ്ര സര്‍ക്കാര്‍ ഇതുവരെ ഒരു രൂപ പോലും ധനസഹായം നല്‍കിയിട്ടില്ലേ,1
കുമ്മനം രാജേട്ടൻ -ആരോരുമില്ലാതെ തന്‍റെ വീട്ടിൽ കഴിയുന്ന അനാഥക്കുട്ടികൾക്കൊപ്പം എന്ന പ്രചരണം തെറ്റാണ്,1
ഇത് മോദിയുടെ കല്യാണ ഫോട്ടോ അല്ല സത്യം എന്താണ് അറിയാം,1
ഈ ഗായിക യേശുദാസിന്റെ പേരക്കുട്ടി അമേയയല്ല ആന്ധ്രയിൽ നിന്നുമുള്ള  ശ്രീലളിതയാണ്,1
"ഇല്ല, ഇങ്ങനെയൊരു മുന്നറിയിപ്പ് കേരള പോലീസ് പുറപ്പെടുവിച്ചിട്ടില്ല",1
ഇന്നലെ ഇന്ത്യന്‍ സൈന്യം പാകിസ്താനെതിരെ നടത്തിയ വെടിവെയ്പ്പിന്‍റെ വീഡിയോയാണോ ഇത്,1
ഗുജറാത്തിന്‍റെ പേരില്‍ പ്രചരിക്കുന്ന ഈ ചിത്രങ്ങള്‍ വ്യാജമാണ്,1
ഡോ. എസ് വൈ ഖുറേഷി തെരെഞ്ഞെടുപ്പ് കമ്മീഷനെ ചട്ടം പഠിപ്പിക്കാൻ ശ്രമിച്ചോ,1
വെള്ളരി വാങ്ങാന്‍ ലോക്‌ഡൗണ്‍ ലംഘനം നടത്തിയ ജനക്കൂട്ടത്തിന്‍റെ ചിത്രമാണോ ഇത്,1
എഎം ആരിഫ് എംപി മുസ്ലിം ലീഗിലേക്ക് എന്ന വാർത്ത സത്യമോ,1
ആകാശജലപാതം ഇങ്ങനെ ഭൂമിയിലേയ്ക്ക് വീഴുമോ,1
"കൊറോണ നിർമ്മാർജ്ജനത്തിനുള്ള കാര്യനിർവ്വാഹണ സംഘത്തലവനാവാൻ മോദിയോട് അമേരിക്ക, ഓസ്ട്രെലിയ, യു.കെ. പോലെയുള്ള രാജ്യങ്ങള്‍ ആവശ്യപ്പെട്ടിട്ടില്ല",1
പൈലറ്റ് കാപ്റ്റൻ ‘ആശാ പണ്ഡിറ്റ്’ അറ്റ്ലാന്റിക്ക് സമുദ്രം കടന്ന  ലോകത്തിലെ ആദ്യത്തെ വനിതയാണോ,1
എംഎൽഎ പ്രതിഭാ ഹരി സിപിഎം വിട്ട് മുസ്‌ലിം ലീഗിൽ ചേർന്നോ,1
ഫെസ്ബുക്കില്‍ പ്രചരിപ്പിക്കുന്ന ഈ ചിത്രങ്ങള്‍ ബീഹാറിലെ ജലപ്രളയത്തിന്‍റേതാണോ,1
ഈ കുറ്റവാളികൾ വടക്കേ ഇന്ത്യയിലുള്ളവരല്ല,1
മുൻ സ്പീക്കർ സുമിത്രാ മഹാജൻ കോൺഗ്രസ്സ് പാർട്ടിയിൽ ചേർന്നോ,1
ബീഹാറില്‍ ഈദ് ഗാഹിന് നേരെ ഹിന്ദു ഭീകരാക്രമണം നടന്നോ,1
മുൻ  പ്രവർത്തകനെ  എബിവിപിക്കാർ ആലപ്പുഴയിൽ ആഴ്ചകൾക്കു മുമ്പ് കൊലക്കത്തിക്കിരയാക്കിയോ,1
നെതർലണ്ടിലെ പള്ളിക്കൂടത്തിൽ അഞ്ചാം ക്ലാസ്സുമുതൽ ഭഗവത് ഗീത പഠനം നിർബന്ധമാക്കിയോ,1
വീഡിയോയില്‍ കാണിക്കുന്ന പോലെ യുവാവ് ശരിക്കും പോലീസുകാരനെ തല്ലിയോ,1
ഐഎഎസ് നേടിയ ശ്രീധന്യ സുരേഷിന്റെ പേരിൽ പ്രചരിക്കുന്ന വ്യാജ പരാമർശം,1
കാണ്‍പൂരിലെ രണ്ട് കൊല്ലം പഴയ ചിത്രങ്ങള്‍ സാമുഹ്യ മാധ്യമങ്ങളില്‍ COVID-19ന്‍റെ പേരില്‍ വ്യാജമായി പ്രചരിക്കുന്നു,1
തട്ടമിട്ട മൊഞ്ചത്തി ഓടിച്ച ബസ് യഥാർത്ഥത്തിൽ ഇടിച്ചു തകർന്നോ.,1
രാഹുൽ ഗാന്ധിയുടെ കാർട്ടൂൺ ടൈം മാഗസിൻ കവർ ചിത്രമാക്കിയിരുന്നോ,1
ലണ്ടൻ  മ്യുസിയത്തിൽ  വെച്ചിട്ടുള്ള  ടിപ്പു സുൽത്താന്റേതാണോ ഈ ചിത്രം.,1
പൗരത്വ ഭേദഗതി നിയമത്തിന് പിന്തുണ പ്രഖ്യാപിച്ച് വന്ദേ മാതരം ആലപിക്കുന്ന സുപ്രീം കോടതി അഭിഭാഷകരുടെ ചിത്രമാണോ ഇത്,1
അടൂര്‍ ഗോപാലകൃഷ്ണനടക്കം 49 സാംസ്കാരിക നായകര്‍ക്കെതിരെ ബീഹാറില്‍ പരാതി നല്‍കിയ വ്യക്തി കോണ്‍ഗ്രസ്‌കാരനാണോ,1
"മലപ്പുറത്ത് 300ത്തോളം SDPI, CPM ഭികരന്മാര്‍ ഹിന്ദു വീടുകള്‍ ആക്രമിച്ചുവോ",1
നരേന്ദ്ര മോദിക്കൊപ്പം വേദി പങ്കുവെയ്ക്കാനില്ലെന്ന് മഹേന്ദ്ര സിംഗ് ധോണി പറഞ്ഞിരുന്നോ,1
വായ്പയെടുത്ത കർഷകനെ കബളിപ്പിക്കാൻ ഫെഡറൽ ബാങ്ക് ശ്രമിച്ചോ,1
EVM മെഷീൻ കടത്തുന്ന ഈ വീഡിയോ ബീഹാരിലെതാണോ,1
ചിത്രത്തിലെ യുവതി  സേവാഭാരതിയിൽ ചേർന്നോ,1
ഭൂതത്താന്‍കെട്ടിലെ കശ്മല സംഘങ്ങള്‍ കെട്ടുകഥയോ,1
സിപിഐ നേതാവ് ആനി രാജയുടെ പഴയ  ചിത്രം ജെ.എന്‍.യു വിദ്യാര്‍ത്ഥിനിയാണെന്ന തരത്തില്‍ പ്രചരിപ്പിക്കുന്നു,1
ഈ വീഡിയോ സദ്ദാം ഹുസൈന്റെ മൃതദേഹം കുഴിച്ചു എടുക്കുന്നതിന്‍റെതള്ള. സത്യാവസ്ഥ ഇങ്ങനെ,1
മഹാരാഷ്ട്ര സിപിഎം സ്റ്റേറ്റ് സെക്രട്ടറിയായിരുന്ന സഖാവ്  സർസയ്യ ആദം  ബിജെപിയിൽ ചേർന്നു  എന്ന വാർത്ത സത്യമോ,1
ശബരിമലയിൽ കലാപം ഉണ്ടാക്കാൻ ശ്രമിച്ചാൽ ആർഎസ്എസിനെ നിരോധിക്കാൻ സർക്കാരിന് കഴിയുമെന്ന് പി ജയരാജൻ പറഞ്ഞോ,1
ഈ സന്ദേശം ആരോഗ്യ മന്ത്രി കെകെ ശൈലജയുടേതല്ല,1
അരവിന്ദ് കെജ്‌രിവാളിന് ‘ടൈംസ് പേഴ്സൺ ഓഫ് ദി ഇയർ’ അവാർഡ് ലഭിച്ചെന്ന് വ്യാജ പ്രചരണം,1
"വട്ടിയൂർക്കാവിൽ അടച്ചിട്ട മുറിയിൽ രമേശും, അനുയായികളും BJP നേതാക്കളും വോട്ടുകച്ചവട ചർച്ച നടത്തിയോ",1
വീഡിയോയില്‍ വികലാംഗര്‍ക്ക് പുതപ്പ് വിതരണം ചെയുന്നവര്‍ ബിജെപിക്കാരല്ല  സത്യാവസ്ഥ ഇങ്ങനെ,1
ചിത്രത്തിലുള്ളത് ബിജെപിയെ അനുകൂലിച്ച ഡിവൈഎഫ്ഐ ചാലക്കുടി പ്രസിഡന്റാണോ,1
