text,label
ഇന്ത്യയുടെ ഏറ്റവും മികച്ച ഓപ്പണിങ് കൂട്ടുക്കെട്ട് സ്വന്തമാക്കി രോഹിത് ശര്‍മ- ശിഖര്‍ ധവാന്‍ സഖ്യം,1
പാര്‍വ്വതിയുടെ ഗംഭീര തിരിച്ച്‌ വരവ്! സിദ്ധാര്‍ത്ഥ് ശിവയുടെ ചിത്രം മിന്നിക്കും! ചിത്രങ്ങള്‍ പുറത്ത്!!,1
ദുല്‍ഖര്‍ ചിത്രം 'ഒരു യമണ്ടന്‍ പ്രേമകഥ' യുടെ ചിത്രീകരണം അവസാനിച്ചു,1
ഗോളും അസിസ്റ്റുമായി മെസ്സി,1
നേട്ടങ്ങള്‍ തുടര്‍ക്കഥയാക്കി മുകേഷ് അംബാനിയുടെ ജിയോ: പിന്നിലായി വമ്ബന്മാര്‍,1
ലൂസിഫര്‍ ചിത്രത്തിലെ ഇന്ദ്രജിത്തിന്റെ ക്യാരക്ടര്‍ പോസ്റ്റര്‍ പുറത്തുവിട്ടു,1
പാകിസ്താനെ കാത്തിരിക്കുന്നത് വന്‍ തിരിച്ചടി,1
സൈനിക തൊപ്പി ധരിച്ചത് ഐസിസി അനുമതിയോടെ,1
തോല്‍വിയില്‍ പാഠം പഠിച്ചു,1
"ആദ്യ രണ്ട് ദിവസം കളി നടന്നില്ല, എന്നിട്ടും ഇന്നിംഗ്സ് ജയവുമായി ന്യൂസിലാണ്ട്",1
"സ്റ്റേഡിയം കൈവിട്ട് പോകുന്നു, കളിക്കാന്‍ സ്ഥലമില്ലാതെ ബെംഗളൂരു എഫ് സി",1
എല്‍ഐസിയുടെ പുതിയ മൈക്രോ ബചത് പദ്ധതിയെ കുറിച്ചറിയൂ.,1
ഭുവി ഐപിഎല്ലില്‍ നിന്നും വിട്ടുനില്‍ക്കും? പേസറുടെ തന്ത്രങ്ങള്‍ ഇങ്ങനെ,1
മേരാ നാം ഷാജി',1
ചെന്നൈ സിറ്റിക്ക് ഐ- ലീഗ് കിരീടം: തമിഴ് നാട്ടിലേക്ക് ആദ്യ ദേശീയ ലീഗ് കിരീടം,1
ഇളയരാജ'യുടെ ട്രെയിലര്‍ പുറത്ത്,1
കല്യാണി പ്രിയദര്‍ശന്‍ നായികയാകുന്ന ചിത്രലഹരിയുടെ ടീസര്‍ എത്തി,1
മുന്നറ്റം തകര്‍ന്ന് ഇന്ത്യ: പ്രതീക്ഷ ധോണി-കോഹ്ലി മാജിക്കില്‍,1
ആ ഹിറ്റ് ചിത്രത്തിലെ മൂന്ന് നായകന്മാരില്‍ ഒരാള്‍ ഞാനായിരുന്നു,1
ഒ​ല​യി​ല്‍ നി​ക്ഷേ​പി​ക്കാ​ന്‍ ഹ്യൂ​ണ്ടാ​യി,1
ധോണിയെ ഒഴിവാക്കി,1
അഫ്ഗാനെ വീഴ്ത്തി,1
മധുരരാജാ'യുടെ പുതിയ ക്യാരക്ടര്‍ പോസ്റ്റര്‍ പുറത്തുവിട്ടു,1
നെയ്മറിന് പണി കിട്ടിയേക്കും,1
"സ്വര്‍ണവില  ഗ്രാമിന് 2,980 രൂപ;  പവന് 80 രൂപ വര്‍ദ്ധിച്ചു",1
ഹോട്ട് ലുക്കില്‍ അതീവ ഗ്ലാമസറായി പ്രിയവാര്യര്‍... ചിത്രങ്ങള്‍ ഏറ്റെടുത്ത് സോഷ്യല്‍ മീഡിയ...,1
ദി ലീസ്റ് ഓഫ് ദീസ്: പുതിയ പോസ്റ്റര്‍ റിലീസ് ചെയ്തു,1
തന്‍റെ ഇഷ്ട ക്രിക്കറ്റ് താരം ആര്? തുറന്നു പറഞ്ഞ് സണ്ണി ലിയോണ്‍!!,1
ബ്രസീലിയന്‍ താരം പെരേരയുടെ കരാര്‍ നീട്ടി മാഞ്ചസ്റ്റര്‍ യുണൈറ്റഡ്,1
ബിഹാറില്‍ കോണ്‍ഗ്രസ് സഖ്യം നിലംതൊടില്ല! ബിജെപി തന്നെ! മോദി ഭരിക്കുമെന്നും സര്‍വ്വേ ഫലം,1
ഒതുക്കുങ്ങല്‍ സെവന്‍സില്‍ ഫിഫ മഞ്ചേരി ഫൈനലില്‍,1
9 മുതല്‍ 12 വരെയുള്ള ക്ലാസ്സില്‍ പഠിക്കുന്ന കുട്ടികള്‍ക്കു ചില്‍ഡ്രന്‍ ഫണ്ടിന്‍റെ സ്കോളര്‍ഷിപ്പ,1
വില്ലനായി സഞ്ജയ് ദത്ത്,1
ചെന്നൈയുടെ വിജയ രഹസ്യം അക്കാര്യം,1
കന്നഡ ചിത്രം 'കെ. ജി. എഫ്: ചാപ്റ്റര്‍-2',1
ഒരുലക്ഷം രൂപ ചികിത്സയ്ക്ക് നല്‍കിയ പ്രമുഖ നടന്‍ ഫോണില്‍ നിരന്തരം സന്ദേശങ്ങള്‍ അയച്ച്‌ മാനസികമായി പീഡിപ്പിക്കുന്നുവെന്ന പരാതിയുമായി നടി വിജയലക്ഷ്മി,1
രണ്ടാം സെമിയില്‍ നാളെ മുംബയും ഗോവയും,1
റിലയന്‍സിന്റെ ബിറ്റ്‌കോയിന്‍ ഫെബ്രുവരിയില്‍ എത്തും,1
"മാരുതിയെ വിറപ്പിച്ചു ടാറ്റ ഉറപ്പിച്ചു; വണ്ടിക്കമ്ബക്കാര്‍ ചോദിക്കുന്നു, 'പപ്പടം' പൊടിയുമോ?",1
ഇഷ്‌ക്' ഫസ്റ്റ് ലുക്ക് പോസ്റ്റര്‍ പുറത്തിറങ്ങി,1
ഇനി ഓടിക്കൊണ്ടിരിക്കുമ്ബോള്‍ വൈഫൈ വഴി യാത്രക്കാരന് മൊബൈലില്‍ സിനിമ കാണാം,1
"കുമ്ബളങ്ങിയിലെ ഫ്രാങ്കി, മാത്യു തോമസിനെ കണ്ടെത്തിയതിങ്ങനെ- വിഡിയോ",1
ഡ്രാ​ഗ​ണ്‍ കാ​പ്സ്യൂ​ള്‍ പ​റ​ന്നു​യ​ര്‍​ന്നു!,1
ഇംഗ്ലീഷ് പ്രീമിയര്‍ ലീഗില്‍ മാഞ്ചസ്റ്റര്‍ സിറ്റി താരം റഹിം സ്‌റ്റെര്‍ലിങ്ങിന് ഹാട്രിക്ക്,1
"ഏകദിന പരമ്ബരയില്‍ ഒപ്പം പിടിച്ച്‌ അയര്‍ലണ്ട്, വിജയശില്പികളായത് ആന്‍ഡ്രൂ ബാല്‍ബിര്‍ണേയും പോള്‍ സ്റ്റിര്‍ലിംഗും",1
പൊതു തെരഞ്ഞെടുപ്പ് പ്രഖ്യാപനം: ഇന്ത്യന്‍ ഓഹരി വിപണിയില്‍ നേട്ടം തുടരുന്നു,1
ശതകോടീശ്വരന്മാരുടെ എണ്ണത്തില്‍ ഏഷ്യ അതിവേഗം കുതിക്കുന്നു,1
"നരകത്തിലേക്ക് പോകൂ സെയ്ഫ് അലിഖാന്‍. ഭാര്യ ബിക്കിനി ധരിക്കുമ്ബോള്‍ നിങ്ങള്‍ക്കു നാണക്കേടു തോന്നുന്നില്ലേ' ...മറുപടിയുമായി കരീന...""ഞാന്‍ ബിക്കിനി ധരിക്കുന്നതു തടയാന്‍ സെയ്ഫ് ആരാണ്.. ഞാന്‍ ബിക്കിനി ധരിക്കുന്നുവെങ്കില്‍ അതിനൊരു കാരണമുണ്ടായിരിക്കും",1
തിരഞ്ഞെടുപ്പുചൂടിലേക്ക് രാജ്യത്തെ ഓഹരിവിപണികളും,1
പാചകവാതക വിലയില്‍ വര്‍ദ്ധനവ്,1
രഞ്ജി പണിക്കരുടെ ഭാര്യ അനീറ്റ മിറിയം തോമസ് നിര്യാതയായി,1
മുന്‍ ലെസ്റ്റര്‍ സിറ്റി പരിശീലകന്‍ ക്ലൗഡിയോ റാനിയേരി ഇറ്റാലിയന്‍ ലീഗില്‍ തിരിച്ചെത്തി,1
85.22 കോടിയുടെ തീര്‍ഥാടക ടൂറിസം പദ്ധതിക്കു തുടക്കമായി,1
ലോ​ക കേ​ര​ള​സ​ഭ: ആ​ദ്യ പ​ശ്ചി​മേ​ഷ്യ​ന്‍ സ​മ്മേ​ള​നം നാ​ളെ ദു​ബാ​യി​ല്‍ മു​ഖ്യ​മ​ന്ത്രി ഉ​ദ്ഘാ​ട​നം ചെ​യ്യും,1
പ്രശസ്ത എഴുത്തുകാരന്‍ മുത്താന താഹ അന്തരിച്ചു,1
യൂബര്‍ ഈറ്റ്സ് വില്‍പ്പനയ്ക്ക്!: വാങ്ങാന്‍ പോകുന്നത് സ്വിഗ്ഗിയോ സൊമാറ്റോയോ?,1
മുന്നറിയിപ്പുമായി പ്രിയ വാര്യര്‍! സത്യങ്ങള്‍ പറയാന്‍ തുടങ്ങിയാല്‍ ചിലരൊക്കെ വെള്ളം കുടിക്കും!!!,1
അല്‍ ചിരട്ടയ്ക്ക് പിന്നാലെ മലയാളിയെ ഞെട്ടിച്ച്‌ അല്‍ കപ്പ,1
സൂപ്പര്‍ കപ്പ് കേരള ബ്ലാസ്റ്റേഴ്സിന് ഇന്ത്യന്‍ യുവനിര എതിരാളികള്‍,1
കോഹ്ലിക്കെതിരെ ആഞ്ഞടിച്ച്‌ ഗംഭീര്‍,1
വെള്ളിത്തിര സെലിബ്രിറ്റി ക്രിക്കറ്റ്‌ പ്രീമിയര്‍ ലീഗ്‌ സീസണ്‍ 2 ഫൈനല്‍ ഇന്ന്,1
അടുത്ത ബ്രഹ്മാണ്ഡ ചിത്രവുമായി  രാജമൗലി: 'ആര്‍ആര്‍ആര്‍' ന്റെ  ബഡ്ജറ്റ് 400 കോടി,1
മഹേഷ് ബാബു ചിത്രം മഹര്‍ഷിയുടെ പുതിയ പോസ്റ്റര്‍ റിലീസ് ചെയ്തു,1
കൊച്ചിയില്‍ പാരഗണ്‍ ചെരിപ്പുകമ്ബനിയുടെ ഗോഡൗണില്‍ വന്‍ തീപിടുത്തം,1
റോണോ റെക്കോര്‍ഡുകളെ സ്‌നേഹിച്ച കിങ്,1
ജി. എസ്.  ടി കുറയുന്ന ഉല്‍പന്നങ്ങളും സേവനങ്ങളും ഏതൊക്കെ എന്ന് നോക്കാം,1
അടുത്ത ദശാബ്ദത്തില്‍ ഇന്ത്യന്‍ സമ്ബദ്‍ഘടന വന്‍ കുതിപ്പ് നടത്തുമെന്ന് റിപ്പോര്‍ട്ട്,1
കേര​ള ടൂ​റി​സ​ത്തി​നു മി​ക​ച്ച വ​ള​ര്‍​ച്ച,1
മഞ്ചേരിയിലും അല്‍ മദീന ചെര്‍പ്പുളശ്ശേരിക്ക് തോല്‍വി,1
അഞ്ചാം ഏകദിനം,1
മമ്മൂട്ടി എന്ന നടനെ മാത്രമേ നിങ്ങള്‍ക്ക് അറിയൂ,1
ലൂസിഫര്‍ ചിത്രത്തിലെ  ടൊവീനോയുടെ പുതിയ  ക്യാരക്ടര്‍ പോസ്റ്റര്‍  പുറത്തുവിട്ടു,1
"എല്ലാ രാഷ്ട്രീയ പാര്‍ട്ടികളിലും വേണ്ടപ്പെട്ടവരുണ്ട് പക്ഷേ..', തുറന്നുസമ്മതിച്ച്‌ മോഹന്‍‌ലാല്‍ !",1
ഉയര്‍ന്ന മൂല്യമുളള ഇന്ത്യന്‍ നേട്ടുകള്‍ക്കുള്ള നിരോധനം നേപ്പാളില്‍ തുടരുന്നു,1
ഐ എം വിജയനും ബീനാമോളും സ്പോര്‍ട്സ് കൗണ്‍സില്‍ അംഗങ്ങള്‍,1
സ്‌പെഷ്യല്‍ ഒളിമ്ബിക്‌സിന് ഉജ്വല സ്വീകരണവുമായി അബുദാബി അന്താരാഷ്ട്ര വിമാനത്താവളം,1
ഇന്ത്യന്‍ ബോക്‌സിംഗ് താരം ദിനേഷ് ദാഗര്‍ക്ക് വലിയ നേട്ടം:ഒളിംപിംക്‌സ് താരം ഇവല്‍ഡാസിനെ തോല്‍പിച്ച്‌ ക്വാര്‍ട്ടര്‍ ഫൈനലിലേക്ക്,1
ഒരു മാസത്തില്‍ മോദി നിര്‍വഹിച്ചത് 157 ഉദ്ഘാടനങ്ങള്‍,1
"അഞ്ചാം ഏകദിനം; ഓസ്‌ട്രേലിയ ആദ്യം ബാറ്റ് ചെയ്യും, ജഡേജയും ഷമിയും മടങ്ങിയെത്തി",1
വരിക്കാരുടെ എണ്ണത്തില്‍ റി​ല​യ​ന്‍​സ് ജി​യോയുടെ കുതിപ്പ് തുടരുന്നു,1
"""യുവന്റസ് എന്നാല്‍ റൊണാള്‍ഡോ മാത്രമെന്ന് കരുതുന്ന അപകടം""",1
ഇന്ത്യന്‍ സമ്ബദ് വ്യവസ്ഥയിലെ പ്രശ്നങ്ങള്‍,1
കൈവശം വയ്ക്കാവുന്ന സ്വര്‍ണത്തിന് പരിധിയുണ്ടോ? പ്രവാസികളും സ്വദേശികളും അറിയേണ്ട കാര്യങ്ങള്‍,1
"മൂന്നാം ഏകദിനം: ഇന്ത്യക്കു ടോസ്, ഓസ്‌ട്രേലിയയെ ബാറ്റിങിന് അയച്ചു",1
ഇന്ത്യന്‍ വിപണിയില്‍ നോക്കിയ ഫോണുകള്‍ക്ക് വന്‍ വിലക്കുറവ്,1
കൊച്ചി മെട്രോയുടെ ബ്രാന്‍ഡ് അംബാസിഡറായി നടന്‍ സുരേഷ് ഗോപിയെ നിയമിച്ചു,1
ഐ എസ്‌ എല്‍ ഫൈനല്‍എം 17ന്,1
ഓര്‍മയില്‍ ഒരു ശിശിരത്തിലെ പുതിയ പോസ്റ്റര്‍ പുറത്തുവിട്ടു,1
"ഓഹരി വിപണിയില്‍ വന്‍ ഇടിവ്,രൂപയും താഴ്ന്ന നിരക്കില്‍",1
ഇതാണു നി​​ശ്ച​​യ​​ദാ​​ര്‍​​ഢ്യം...,1
കോട്ടയം കുഞ്ഞച്ചന്‍ 2 ഈ വര്‍ഷം ക്രിസ്മസ് റിലീസ്- ഫ്രൈഡേ ഫിലിംസ്,1
ശ്രീലങ്കക്ക്‌ എതിരായ നാലാം ഏകദിനത്തില്‍ സൗത്ത്‌ ആഫ്രിക്ജക്ക്‌ ജയം,1
കുമ്മനം കേരളത്തില്‍ എത്തി! അഭിപ്രായ വോട്ടെടുപ്പില്‍ തരൂരിനെക്കാള്‍ മുന്നില്‍,1
തിരുവനന്തപുരവും മംഗലാപുരവും ഉള്‍പ്പെടെ അഞ്ച് എയര്‍പോര്‍ട്ടുകള്‍ അദാനിക്ക് വിറ്റ് മോദി സര്‍,1
സൂര്യ ചിത്രം കാപ്പാന്‍: സംപ്രേഷണാവകാശം സണ്‍ ടിവിക്ക്,1
ഷ​മി​ക്കെ​തി​രേ കു​റ്റ​പ​ത്രം സ​മ​ര്‍​പ്പി​ച്ചു,1
ഒരായുസ്സില്‍ കിട്ടാവുന്ന സ്‌നേഹം അവര്‍ നല്‍കി:  രണ്ടു മക്കളെ നല്‍കി കൊതിപ്പിക്കേണ്ടിയിരുന്നില്ല: ജോണ്‍സന്‍മാഷിന്റെ ഭാര്യ റാണി പറയുന്നു,1
വിരാട് കോലിക്ക് സെഞ്ച്വുറി,1
"കൂറ്റന്‍ റാലി തുടരുന്നു, സെന്‍സെക്‌സ് 37,500നു മുകളില്‍, ഒറ്റദിനത്തിലെ നേട്ടം 481 പോയിന്റ്",1
"ഫേസ്ബുക്ക് ഗുണ്ടാ സംഘം, ജനാധിപത്യത്തിന് ഭീഷണി; കുറ്റങ്ങള്‍ നിരത്തി ബ്രിട്ടീഷ് പാര്‍ലമെന്റ് റിപ്പോര്‍ട്ട്‌",1
"പിഴച്ചത് കോഹ്‌ലിക്കല്ല, സെലക്‍ടര്‍മാര്‍ക്കാണ്; കാരണം ധോണിക്ക് നല്‍കിയ വിശ്രമം!",1
മേരാ നാം ഷാജിയിലെ ഓഡിയോ ലോഞ്ച് നടത്തി,1
"വരുണ്‍ ധവാന്‍ നായകനാകുന്ന ""കലങ്ക്"" ചിത്രത്തിലെ പുതിയ പോസ്റ്റര്‍ പുറത്തുവിട്ടു",1
"ധോണിയുടെ അഭാവം രോഹിത് ശര്‍മ്മയ്ക്ക് നേട്ടമായി, വഴി തുറക്കുന്നത് റെക്കോര്‍ഡിലേക്ക്",1
പഴയ പ്രതാപം തിരിച്ചു പിടിക്കാനൊരുങ്ങി റയല്‍,1
കലങ്ക: ബീഹാര്‍ ബീഗമായി അഭിനയിക്കേണ്ടിയിരുന്നത് ശ്രീദേവി,1
കാസര്‍കോട് മാരത്തണില്‍ കോട്ടയത്തിന്റെ മേധാവിത്വം,1
"ഡെംബലെയ്ക്ക് പരിക്ക്, ഒരു മാസത്തോളം കളിക്കില്ല",1
ഡിയോ റനിയേരിയെ റോമയുടെ പരിശീലകനായി നിയമിച്ചു,1
ശ്രീശാന്തിന്റെ ആജീവനാന്ത വിലക്ക് നീക്കി സുപ്രീംകോടതി,1
"ലൂസിഫറും മധുരരാജയും ഒരുമിച്ച്‌, മാമാങ്കവും മരയ്ക്കാരും ഒരുമിച്ച്‌; മമ്മൂട്ടിയും മോഹന്‍ലാലും നേര്‍ക്കുനേര്‍ - ജയം ആര്‍ക്ക്?",1
മൂന്നാം ഏകദിനം,1
എനിക്ക് നീതി കിട്ടണം. എന്റെ മകനു കിടക്കാന്‍ വീട് വെയ്ക്കണം,1
റയല്‍ പരീശീലകന് പിന്തുണയുമായി വാല്‍വെര്‍ഡെ,1
സ്മിത്ത്-വാര്‍ണര്‍ എന്നിവരോട് ചോദിച്ച ശേഷം മാത്രമുള്ള തീരുമാനം,1
"മമ്മൂട്ടിയും മോഹന്‍ലാലുമല്ല, ബോക്സോഫീസ് ഭരിക്കുന്നത് ഫഹദ് ഫാസില്‍! യൂത്തന്മാര്‍ വാരിക്കൂട്ടുന്നത് കോടികള്‍",1
ലോകത്തിലെ ഏറ്റവും വലിയ ന്യൂട്ടെല്ല ഫാക്ടറി അടച്ചു പൂട്ടി,1
കെ. ജി. എഫ്: ചാപ്റ്റര്‍-2',1
ഡീ എന്നുവിളിക്കരുത്....സിമിമോളുടെ ഓഡീഷന്‍ വീഡിയോ,1
അര്‍ജുന്‍ കപൂറുമായുള്ള വിവാഹം,1
"പിഴച്ചത് കോഹ്‌ലിക്കല്ല, സെലക്ടര്‍മാര്‍ക്കാണ്; കാരണം ധോണിക്ക് നല്‍കിയ വിശ്രമം",1
"ആ മോഹന്‍ലാല്‍ ചിത്രം നല്ല പടമായിരുന്നു, പക്ഷേ മമ്മൂട്ടി വിശ്വരൂപം കാണിച്ച്‌ ബോക്സോഫീസ് കീഴടക്കി!",1
വല്ലവന്റെയും അച്ഛന്‍ മരിക്കുമ്ബോള്‍ നമ്മള്‍ കരയുന്ന കാലം മാറി,1
മാഡ്രിഡില്‍ തമ്മിലടി,1
"""മര്‍ദ് കോ ദര്‍ദ് നഹി ഹോത"": പുതിയ പോസ്റ്റര്‍ റിലീസ് ചെയ്തു",1
ലൈഫ് ഇന്‍ഷുറന്‍സ് ക്ലെയിം സെറ്റില്‍മെന്റായി ലഭിച്ച പണം എങ്ങനെ ഉപയോഗിക്കാം,1
എച്ച്‌ഡിഎഫ്സി ബാങ്ക്  ഹ്രസ്വകാല വായ്പകളുടെ പലിശയില്‍ ഇളവു വരുത്തി,1
ഞെട്ടിക്കുന്ന യാദൃശ്ചികത,1
യുവേഫ യൂത്ത് ചാമ്ബ്യന്‍സ് ലീഗ്‌,1
കണ്ണുകള്‍ മുഴുവന്‍ ധോണിയില്‍,1
മാര്‍ക് രാംപ്രകാശിനെ ഇംഗ്ലണ്ട് ബാറ്റിങ് പരിശീലകന സ്ഥാനത്ത് നിന്ന് പുറത്താക്കി,1
ഷാള്‍ക്കയ്ക്ക് ചാക്ക് നിറയെ ഗോള്‍ കൊടുത്ത് മാഞ്ചസ്റ്റര്‍ സിറ്റി ചാമ്ബ്യന്‍സ് ലീഗ് ക്വാര്‍ട്ടറില്‍,1
സംസ്ഥാനത്ത് സ്വര്‍ണവില കാല്‍ലക്ഷം കടന്നു,1
ഇസ്പേഡ്‌ രാജാവും ഇദയ റാണിയിലെ പുതിയ സ്റ്റില്‍ പുറത്ത് വിട്ടു,1
വിവരം ചോര്‍ത്തല്‍ ട്വിറ്ററിനെതിരെയും? ഡിലീറ്റ് ചെയ്യുന്ന ഡയറക്‌ട് മെസേജുകളും സൂക്ഷിക്കുന്നുവെന്ന്‌ റിപ്പോര്‍ട്ട്,1
"അമേരിക്കയില്‍ ഒരു മമ്മൂട്ടി ത്രില്ലറിന്‍റെ രണ്ടാം ഭാഗം, സംവിധായകന്‍ യു‌എസ് സന്ദര്‍ശിച്ചു!",1
പുതിയ വിപണികള്‍ പിടിക്കാന്‍ യൂബര്‍: കരീമിനെ വിലയ്‍ക്കെടുക്കാന്‍ പദ്ധതി,1
"എം ടിയുടെ ഭീമന്‍ മമ്മൂട്ടി ആയിരുന്നു, രണ്ടാമൂഴം ഒരു കച്ചവട സിനിമയല്ല !",1
"ക്യാപ്റ്റന്റെ പകുതി ജോലി ചെയ്യുന്നത് ധോണി, വിശ്രമം നല്‍കിയത് മണ്ടന്‍ തീരുമാനമെന്ന് മുന്‍ ഇന്ത്യന്‍ താരം",1
​ല​വ് ​ആ​ക് ​ഷ​ന്‍​ ​ഡ്രാ​മ' ചിത്രത്തിന്റെ സ്റ്റില്‍ പുറത്തുവിട്ടു,1
പ്രിഥ്വിരാജിന്റെ സംവിധാനത്തില്‍ മോഹന്‍ലാല്‍ ചിത്രം ലൂസിഫറിന്റെ ട്രെയിലര്‍ റിലീസ് ചെയ്യുന്നത് അബുദാബിയില്‍,1
മറൈന്‍ അംബുലന്‍സുകളുടെ നിര്‍മ്മാണം ആരംഭിച്ചു,1
ഗ്രാമവാസീസ്' ചിത്രത്തിലെ പുതിയ വീഡിയോ ഗാനം പുറത്തുവിട്ടു,1
899 രൂപയ്ക്ക് വിമാനയാത്ര,1
സംയുക്ത മേനോന്‍ നായികയാകുന്ന 'ജൂലായ് കാട്രിലില്‍' പുതിയ പോസ്റ്റര്‍,1
"എയര്‍ ഇന്ത്യ സുപ്രധാന സാമ്ബത്തീക പരിഷ്കാരങ്ങളിലേക്ക്; ദേശീയ വിമാന കമ്ബനി വരുന്ന സാമ്ബത്തിക വര്‍ഷത്തില്‍ അടിയന്തരമായി കണ്ടെത്തേണ്ടി വരിക 12,000 കോടി രൂപ",1
"ലാലേട്ടന്റെ ചിത്രങ്ങള്‍ കണ്ടാണ് ഞാന്‍ വളര്‍ന്നത്, കൂടുതല്‍ ഒന്നും ചോദിക്കുന്നില്ല, നന്ദി ലാലേട്ടാ'; പൃഥ്വിരാജ്",1
മഹര്‍ഷി' ചിത്രത്തിന്റെ പുതിയ ലൊക്കേഷന്‍ സ്റ്റില്‍ പുറത്തുവിട്ടു,1
"വോട്ട് ചെയ്യാന്‍ പറഞ്ഞ മോദിക്ക് വിദ്യാ ബാലന്റെ മറുപടി; വിരല്‍ ചൂണ്ടുന്നതിലല്ല കാര്യം, മഷി പുരട്ടി മാറ്റം വരുത്തുന്നതിലാണ്",1
തൊട്ടാല്‍ പൊള്ളും ലോഹമായി സ്വര്‍ണം,1
"അഫ്ഗാന്‍ , അയര്‍ലാന്‍ഡ്‌ അഞ്ചാം ഏകദിനത്തില്‍ അയര്‍ലാന്‍ഡിന്‌ ജയം",1
ഐഎസ്‌എല്‍ സെമിഫൈനല്‍: മുംബൈയില്‍ ഗോവന്‍ കാര്‍ണിവല്‍,1
ബാ​​ഴ്സ​​യ​​്ക്കു ജ​​യം,1
"സ്വന്തക്കാരനെ ഗവര്‍ണറാക്കിയത് വെറുതേയായില്ല; വര്‍ഷം അവസാനിക്കാന്‍ കാത്തിരിക്കാതെ 28,000 കോടി കേന്ദ്ര സര്‍ക്കാരിന് ഇടക്കാല ലാഭവിഹിതമായി നല്‍കി റിസര്‍വ് ബാങ്ക്; ആഗസ്റ്റില്‍ 40,000 കോടി നല്‍കിയതിന് പിന്നാലെ ലഭിച്ച വമ്ബന്‍ ലോട്ടറി തെരഞ്ഞെടുപ്പിന് മുന്‍പ് മോദി സര്‍ക്കാരിന് അനുഗ്രഹമാകും; ആര്‍ബിഐയുടെ കരുതല്‍ ധനത്തില്‍ കണ്ണുവച്ച കലാപത്തിന് ശേഷം വിജയം ഉറപ്പാക്കി കേന്ദ്രം",1
റൗഡി ബേബിയുടെ ഒരു മാസ് എം.ജി.ആര്‍ വേര്‍ഷന്‍,1
സെന്‍സെക്‌സ് 80 പോയിന്റ് താഴ്ന്ന് ഓഹരി വിപണിയില്‍ നഷ്ടത്തോടെ തുടക്കം,1
ബില്യനെയര്‍ ബാബ! പതഞ്ജലി സ്ഥാപകന്‍ ആചാര്യ ബാലകൃഷ്ണ ഫോബ്‌സ് പട്ടികയില്‍,1
ലോകകപ്പിനുള്ള ഇന്ത്യന്‍ ടീമിനെ തെരഞ്ഞെടുത്ത് മഞ്ജരേക്കര്‍,1
മോഹന്‍ലാല്‍ പദ്മഭൂഷന്‍ ഏറ്റുവാങ്ങി,1
